sentence 	 label
us officials are taking steps to head off fears that terrorists could use portable anti-aircraft missiles to shoot down civilian airliners . 	2
oil prices fell for a fifth consecutive day thursday despite a sharp drop in iraqi exports after pipelines were sabotaged - evidence that the bull market may have lost some steam . 	2
write down the date, aug. 26, and the time, 2:30 pm in athens. its the moment that olympic basketball entered a new era. itsa real basketball tournament now, almost a 	1
equatorial guinea might seek the extradition of mark thatcher from south africa where he is charged with bankrolling a coup attempt, the sun said thursday . 	0
ap - mountain west conference football and basketball games will move from espn to college sports television in the fall of 2006 . 	1
as expected, intel introduced its tri-mode wireless chip thursday with several software enhancements to the product to help improve security and reliability, it said during a webcast . 	3
ibm has reached an agreement to purchase venetica, a privately held developer of content-integration software. the acquisition will enable ibm to provide improved ability to integrate unstructured 	3
krispy kreme has offered to reward students with a doughnut for every a on their report card - up to six per grading period - sparking concern among school officials trying to fight childhood obesity . 	3
the flip side of low-carb dieting is high-protein eating, and that #39;s helping boost profits at virginia #39;s smithfield foods, the world #39;s biggest pork producer . 	2
centurytel inc. (ctl.n: quote, profile, research) on thursday said it would offer echostar communications corp.(dish.o: quote, profile, research) satellite television service to 	2
siemens has issued a statement warning users of a bug in their 65-series handsets (c65, cx65, m65, s65, sl65 as well as all provider variations such as the cv65, ct65, cxv65 and cxt65) . 	3
two of germany #39;s biggest banks became the latest victims of phishing attacks last week as internationally organized criminal groups roam the globe seeking new targets, according to a spokesman at postbank . 	3
nhl star todd bertuzzi pleaded not guilty on thursday to an assault charge for an on-ice attack that left a player with a fractured neck and shocked the sporting community . 	1
ap - intel corp. unveiled an update to its wireless networking technology thursday, adding simpler software, improved security and support for a more robust, less interference-prone radio standard . 	3
newsfactor - intel has unveiled a new centrino chipset that supports three \wi-fi standards, along with new wireless software and improved security features . 	3
reuters - democrat john kerry on thursday\challenged republican president bush, to weekly debates from\now until the nov. 2 presidential election . 	0
athens, greece - larry brown was right. the americans did start hitting their jump shots, and suddenly they look as if they might be the team to beat at the athens games.. . 	0
nokia has teamed with pointsec mobile technologies ab on encryption technology for smart phones based on the nokia series 60 and series 80 design platforms, which run on the symbian operating system . 	3
reuters - u.s. blue chips were near unchanged on\thursday but technology stocks slipped, as a broker downgrade\on the semiconductor industry rattled investors, while\coffee-shop chain starbucks (sbux.o) disappointed with slowing\growth . 	2
big four accounting firms made several major errors last year, regulator says in first report. new york (reuters) - the nation #39;s four biggest accounting firms didn #39;t get very good grades for auditing their 	2
#39;i awoke at 2 am in a daze and couldn #39;t get back to sleep, quot; uri fridman says of the morning after his son earned israel #39;s first-ever olympic gold medal in mistral windsailing in athens . 	1
reuters reported thursday that russian officials confirmed that houston-based oil giant conocophillips is interested in taking a \$2 billion stake in russian oil major lukoil . 	2
ibm (quote, chart) announced tuesday that it will acquire venetica to manage access to its db2 information integrator for content software . 	3
china finished one-two through guo jingjing and wu minxia in the women #39;s 3m springboard diving final at the olympic games on thursday . 	1
south african police say the son of former british prime minister margaret thatcher was planning to flee the country before his arrest on suspicion of involvement in a coup attempt in equatorial guinea . 	0
the government on thursday set the date and starting price of an auction for its remaining stake in lukoil and officially confirmed that us oil major conocophillips will participate . 	2
athens (reuters) - shawn crawford denied fellow american  justin gatlin a sprint double thursday as he set up a united  states clean sweep in a controversial olympic men's 200 meters  final . 	1
ap - a swiftboat crewman decorated in the 1969 vietnam incident where john kerry won a bronze star says not only did they come under enemy fire but also that his own boat commander, who has challenged the official account, was too distracted to notice the gunfire . 	0
it wasn #39;t the finish the partisan greek crowd wanted to see, but shawn crawford headlined an american sweep in the 200m thursday night at olympic stadium . 	1
new zealand triathlete hamish carter says he felt bulletproof during his gold medal winning performance at the athens olympics. the champion says it has been a crazy day in the aftermath of his win, which 	1
michael schumacher has never cared much about statistics and numbers, but he wouldn #39;t mind if all the right numbers came together during this weekend #39;s belgian grand prix . 	1
severe cracks surfaced inside the israeli government this week as its senior law officers publicly fell out with the defence establishment and the foreign ministry over the country #39;s future strategy in the face of the july verdict of the international 	0
"chicago (reuters) - american airlines expects soaring jet  fuel prices to push its expenses up more than \$1 billion in  2004 from last year's level, parent amr corp. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=amr.n target=/stocks/quickinfo/fullquote""&gt;amr.n&lt;/a&gt; said on  thursday . "	2
"new york (reuters) - glaxosmithkline plc &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=gsk.l target=/stocks/quickinfo/fullquote""&gt;gsk.l&lt;/a&gt; has agreed  to disclose information on all clinical studies of its drugs to  settle a lawsuit that accused it of withholding negative  information about the antidepressant paxil, the new york  attorney general's office said on thursday . "	2
ap - president bush and sen. john kerry bowed to the wishes of popular maverick john mccain on thursday, as the president embraced the republican senator's legal fight against big-money special interest groups airing negative ads and the democratic nominee scrapped a commercial that featured mccain . 	0
goaltender kevin weekes signed thursday with the rangers, who expect the unrestricted free agent to compete for the no. 1 job with mike dunham . 	1
for species at risk, sport fishing accounts for one-quarter of the catch. regulation could rise. by peter n. spotts  staff writer of the christian science monitor . 	3
description: iraq #39;s top shiite cleric, ayatollah ali al-sistani, is reportedly successful in reaching a peace to end three weeks of violence between allied us and iraqi government troops and militiamen loyal to cleric muqtada al-sadr . 	0
a powerful bomb went off in thailand #39;s muslim-dominated deep south and seriously injured 20 people on thursday morning, when the thai prime minister thaksin shinawatra arrived in the violence-troubled region . 	0
athens (reuters) - the united states gave hall of famer mia  hamm the perfect send-off on thursday, beating brazil 2-1 to  win olympic gold in the women's soccer tournament . 	1
a new survey indicates that cios are only hiring for positions that address long-term needs. by techweb news. chief information officers in the us continue to take a cautious approach to increasing it staff 	3
the names may change. not the results. china still rules the olympic diving pool. the chinese earned another gold medal - their fifth of the athens games - when guo jingjing 	1
new york - oil prices fell for the fifth day in a row on thursday after word of a peace deal in the embattled iraqi city of najaf raised hopes of more reliable oil shipments from the energy-rich country and encouraged a run of profit-taking by big money 	2
a man has eaten his first solid meal in nine years after his face was rebuilt using a pioneering jaw-bone graft . 	0
russia defeated brazil in five sets in athens on thursday to cruise into the final of the women #39;s volleyball in the athens olympics . 	1
iraq #39;s top shiite cleric, grand ayatollah ali al-sistani, made a dramatic return to najaf on thursday and swiftly won agreement from a rebel cleric and the government to end three weeks of fighting between his militia and us-iraqi forces . 	0
bill kenwright, the everton chairman, admitted yesterday that it was  quot;inevitable quot; wayne rooney would be leaving goodison park . 	1
deadline extended while the software maker waits for a ruling in justice department's antitrust case . 	3
toronto (cp) - maple leafs goaltender ed belfour is expected to make a complete recovery following back surgery thursday, says gm john ferguson . 	1
pakistan's parliament is expected on friday to vote for outgoing finance minister shaukat aziz as  prime minister . 	0
roundup plus: cisco reports access control server flaws...toshiba tinkers with wi-fi for tv...music promoter offers concert downloads . 	3
college park, md. -- the university of maryland business school plans to give blackberry wireless devices to all full-time mba students this fall, an effort to make students technologically savvy and aware 	2
uefa says it will look at chelsea owner roman abramovich #39;s links to cska moscow after the clubs were drawn together in the champions league . 	1
27 august 2004 -- a deal has been reached to end three weeks of unrest in the iraqi holy city of al-najaf when iraq #39;s top shi #39;ite cleric, grand ayatollah ali al-sistani, reached an agreement with radical cleric muqtada al-sadr . 	0
two montgomery county council members who supported a campaign by employees of comcast cable communications to form a union have been subpoenaed by company attorneys in a federal labor relations case involving a rockville man who says he was illegally fired by the firm . 	3
ap - jose maria canizares birdied his last hole to complete a 5-under-par 67 and share the first-round lead with bruce summerhays and vicente fernandez at the tradition on thursday . 	1
the nation's top bank regulator asked examiners to avoid going to work for banks they supervise for at least a year after leaving the government, but acknowledged he lacks the authority to make such a restriction mandatory . 	2
the iraqi kidnappers of italian journalist enzo baldoni killed him because italy refused to heed their earlier deadline to withdraw troops from iraq, says al jazeera television . 	0
ralph friedgen yesterday named joel statham his starting quarterback to open the season but conceded that all of maryland's quarterbacks are struggling . 	1
the ncaa refused to reinstate southern california all-american mike williams on thursday, leaving the star receiver unable to rejoin the top-ranked trojans after being shut out of the nfl draft by the courts . 	1
"is the segway  a futuristic, two-wheeled, self-balancing ""human transporter""  headed for the golf course? "	3
ottawa, on (sports network) - the negotiations to save the national hockey league from a work stoppage seemed to take a turn for the worse on thursday . 	1
ap - bulldozers and rescue crews on friday scraped away at the dirt and boulders that officials said buried as many as 15 people in a northern taiwanese village ravaged by typhoon aere before it spun toward china . 	0
reuters - the yen firmed against the dollar on\friday, after dipping on a surprise rise in japan's\unemployment rate, as investors grew cautious ahead of u.s.\growth data and a speech by the federal reserve chief . 	2
bush administration officials denied any role thursday in the pardon of four cuban exiles by panama. three of the exiles -- convicted in a plot to assassinate fidel castro -- were immediately flown to miami . 	0
it #39;s barely a year since krispy kreme doughnuts came to the hub, vowing to glaze the town. but last night chief executive scott livengood was instead eating liberal helpings of fresh-baked 	2
alan camarillo had a special night. one that no baseball player would ever forget. his game-winning three-run home run in the top of the 10th gave 	1
former chilean dictator general augusto pinochet has lost his immunity by order of the countrys supreme court. pinochet overthrew democratically elected socialist president salvadore allende and ruled chile from 1973 to 1990 . 	0
a year after a scathing report on the shuttle columbia tragedy criticized nasa #39;s safety and management culture, a consultant hired to make changes said thursday the space agency is showing signs of recovery . 	3
athens, greece - when the first whistle chirped, us women #39;s soccer icon mia hamm thought it was merely a foul call. she wondered when the endless, harrowing gold medal match against brazil would finally end . 	1
a north-south summit could provide a breakthrough in the crisis over pyongyang #39;s nuclear ambitions, south korea #39;s prime minister was quoted as saying on friday, but the 	0
officials from the department of homeland security formalized plans on thursday to begin screening airline passengers against a list of potential terror suspects 	2
sacramento -- the schwarzenegger administration offered a counterproposal on how to pay for the bay bridge #39;s \$2.3 billion cost overruns thursday, but local lawmakers immediately rejected the plan as time was running out for a solution . 	2
larry brown couldn #39;t help himself, or the reputation of his country. he could have watched the clock wind down, accept the victory, but instead he had to be so very american . 	1
reporters without borders expressed revulsion today at the  quot;barbaric quot; death of italian freelance journalist enzo baldoni, 56, who was executed in iraq last night by his kidnappers, according to the pan-arab tv news station al-jazeera and the italian news 	0
washington - amid a heated election-year debate on intelligence reform, the white house is expected to move soon on executive orders aimed at implementing a more powerful intelligence director and a new national counterterrorism center.    bush administration and congressional officials said thursday drafts of executive orders are circulating among relevant agencies for approval.. . 	0
well-designed notebook lets you play movies and music sans windows . 	3
three years ago, the regulatory overseers at the new bush administration's    office of management and budget  invited suggestions on which federal rules needed some work -- a tuneup, elimination, or maybe a new rule altogether. the effort was directed by congress, which wanted the omb to report to it annually on the costs and benefits of regulation and send along an inventory of ineffective or inefficient rules that should be reformed or killed . 	2
washington - initial unemployment claims rose last week for the first time in four weeks, boosted by more filings related to hurricane charley, a government report showed yesterday . 	2
if you #39;re the tech-savvy sort, you may already know about blogs. if not, blog is short for web log, a sort of online journal. they #39;re the hottest thing to hit the internet since anna kournikova . 	3
shrugging off the boos and jeers that delayed the start, shawn crawford led an american sweep of the medals in the men #39;s 200-metre race yesterday at the summer games . 	1
shanghai, china -- the death toll from typhoon aere climbed to 35 on thursday after a mudslide killed 15 villagers in taiwan, while nearly a million people were evacuated as the storm thrashed mainland china . 	0
london (reuters) - the dollar turned tail from recent  three-week highs against the euro and swiss franc on friday as  investors grew cautious ahead of u.s. growth data and a speech  by federal reserve chairman alan greenspan . 	2
wondering just how much it meant to bronson arroyo when a standing ovation from a soldout fenway park punctuated his winning effort last night? perhaps, more than you can imagine . 	1
the us poverty rate rose, incomes stagnated, and more americans went without health insurance last year, even though economic growth surged, according to census bureau data released yesterday . 	2
athens -- hey, world, balco this . there were, shall we say, somewhat lowered expectations for the us in the sprints, were there not? guess again. justin gatlin won the 100-meter dash sunday, but that was just the appetizer for last night's main course, when america went 1-2-3 in the 200 . 	1
ahmed arajah can #39;t help coming down from the hills to his crumbled house to rummage through its charred remains, the cracked plates, the girls #39; shoes and broken oil 	0
linuxworld expo came to san francisco, and our columnist managed to ignore most of the show. read on to see what did catch his eye . 	3
everton showed they would not be bullied into selling wayne rooney last night by rejecting a 23.5million bid from newcastle - as manchester united gamble on goodison #39;s resolve to keep the striker . 	1
you know the line. if you saw  quot;a league of their own, quot; the film about the first women #39;s baseball league, you can still hear tom hanks saying it . 	1
* abraham nunez, royals, hit his second grand slam in two weeks to lead kansas city over seattle 7-3. * aaron harang, reds, limited st . 	1
susan hockfield, a 53-year-old neuroscientist, is the first woman and the first person from the life sciences to achieve the presidency . 	3
rod eddington, the head of british airways, and his boardroom colleagues will work alongside terminal employees at heathrow this weekend as the airline pulls out all the stops to cope with a chronic shortage of ground staff . 	2
not only is the u.s. government keeping too many secrets, it's spending too much money to do it. that's the conclusion of a government watchdog group, which estimates more than \$6.5 billion was spent last year keeping data under wraps. by noah shachtman . 	3
don't be fooled by the title. dear valued customer, you are a loser is not just hilarious. the book also brings up an interesting question about the relationship between humans and technology. a review by amit asaravala . 	3
the transportation security administration shifts responsibility for screening travelers from the airlines to the government. the new system, dubbed secure flight, seeks to target fewer people and to do so more accurately . 	3
ap - san francisco at atlanta (7:35 p.m. edt). kirk rueter faces jaret wright and the braves . 	1
baroness thatcher returns home as it emerges her son sir mark could face extradition proceedings . 	0
usatoday.com - every day, consumers plunk down millions of dollars for cell phones, computers and high-end electronics that are supposed to make their lives better. and every night, they lie awake worrying that their new pcs or plasma tvs will spontaneously combust the day their warranty expires . 	3
two clients of germany #39;s postbank have fallen for an email fraud that led them to reveal money transfer codes to a bogus web site -- the first case of this scam in german, prosecutors say . 	3
"u.s. oil major conocophillips is seeking to buy up to 25  percent in russian oil giant lukoil &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=lkoh.rts target=/stocks/quickinfo/fullquote""&gt;lkoh.rts&lt;/a&gt;, booking  billions of barrels of new reserves, an industry source  familiar with the matter said on friday. conocophillips shares  closed at \$72.70 on the new york stock exchange . "	2
russian investigators said friday that they found traces of explosives in the wreckage of one of the two planes that crashed almost simultaneously earlier this week killing 89 people. it was the strongest indication yet that terrorists were behind the twin tragedies . 	0
"a summer-long effort targeting internet crime has resulted in dozens of arrests and convictions on charges including use of ""spam"" e-mail to steal credit card numbers, computer hacking and online fraud, justice department officials said thursday. &lt;font face=""verdana,ms sans serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;b&gt;-ap&lt;/b&gt;&lt;/font&gt; "	3
the increase seems small enough: two-fifths of 1 percent. the percentage of americans living in poverty rose to 12.5 percent in 2003, up from 12 . 	2
millions of casual us anglers are having are larger than appreciated impact on sea fish stocks, scientists claim . 	3
afp - germany has expelled a jordanian suspected of links to a terrorist group run by abu musab al-zarqawi, who is wanted for launching several attacks in iraq, the bavarian state interior ministry said . 	0
un report says threat from al-qaeda related terrorism remains as great as ever, un-led sanctions are not working. by marc carnegie - united nations . 	0
rome : italy was in shock at the killing of a kidnapped journalist in iraq, described by prime minister silvio berlusconi as a return  quot;to the dark times of barbarism, quot; but he pledged italian troops would stay . 	0
ap - shannon johnson's mid-range jumper in the closing seconds of the third quarter helped the united states open up a 51-44 lead over russia in the semifinals of the olympic women's basketball tournament friday . 	1
after last year #39;s reports of exploding batteries in nokia corp. phones and amid growing concern about electromagnetic radiation from wireless devices in general, siemens ag warned 	3
rome - italy reacted with horror friday at the killing of an italian hostage in iraq, while the italian government insisted it would stay the course in the middle eastern country . 	0
athens (reuters) - olympic champions the united states  narrowly edged russia 66-62 to reach the final of the women's  olympic basketball friday . 	1
new york (reuters) - u.s. stocks opened flat on friday  after a government report showed that the u.s. economy grew  more slowly in the second quarter but at a rate that matched  economists' forecasts . 	2
falling crude oil prices this week suggest that americans might dodge the surge in gasoline prices that experts had predicted for the weeks leading up to the labor day weekend . 	2
sprint (fon:nyse - news - research) and sbc communications (sbc:nyse - news - research) set a plan that will give their customers access to both companies #39; wi-fi internet service hot spots . 	2
tokyo (ap) -- japan's anti-monopoly agency raided several top record companies thursday on suspicion they illegally blocked other firms from offering music ringtone services to mobile phone users.    fair trade commission official toshihiko oizumi said investigators suspect more than 10 companies violated japan's fair trade laws by preventing the japanese mobile phone operators from offering the service.. . 	3
us jobs data will be the biggest show in town next week as speculation mounts as to whether the federal reserve will raise interest rates in september . 	2
seoul the forests in north korea are depleted, its rivers and streams are filled with runoff from factories and the country #39;s reliance on coal energy has created severe urban air pollution, the united nations said on friday in its first report on the 	3
the national archives puts the official records of some of britain's most famous immigrants on its website . 	3
nathan deakes #39;s coach says the olympian #39;s technique will be reassessed following his disqualification from the 50-kilometre walk in athens . 	1
intel launched its  #39;callexico 2 #39; tri-mode wi-fi adaptor for notebook pcs yesterday, as anticipated. the part, which will ship as the prowireless 2915abg, adds 802 . 	3
oracle yesterday extended its controversial bid for enterprise resource software provider peoplesoft, while both companies await the final judge #39;s ruling in the department of justice (doj) anti-competition case . 	3
new york (reuters) - stocks were flat on friday after  reports showed u.s. economic growth in the second quarter  matched economists' forecasts and consumer sentiment picked up  above expectations in late august . 	2
siemens mobile has warned users about a software-related defect in its 65 product series, the c65, cx65, m65, s65 and sl65 may cause an extremely loud melody when the battery is run down causing your connection to be lost . 	3
the department of justice took oracle to court in may, claiming that its acquisition of peoplesoft would create a duopoly between it and market leader sap in the enterprise applications market . 	3
explosives have been found in the wreckage of one of the two russian airliners that crashed near-simultaneously this week. the confirmation that at least one of the aircraft was brought down by a terrorist 	0
to get next version of windows out on time, company to delay some planned features, sources say . 	3
ap - american civil rights activist the rev. jesse jackson visited the conflict-torn region of darfur on friday, urging the sudanese government and african rebels to end the crisis that has killed thousands of villagers and driven more than a million from their homes . 	0
watertown, mass. -- watertown police say it was a pipe bomb that broke windows at the offices of a biological research company in watertown early thursday morning . 	3
the united states olympic committee (usoc) has rejected a request by fig, the international gymnastics federation, to deliver a letter to all-around champion paul 	1
atlanta (sports network) - baltimore ravens star running  back jamal lewis was not in the court room for his arraignment  on friday, but pleaded not guilty through his lawyers on drug  charges . 	1
denver - potential jurors in the rape trial of nba star kobe bryant are filing into the eagle county courthouse in colorado today, ready to fill out questionnaires that could determine if they become a part of this high profile trial . 	1
27 august 2004 - despite international efforts, the threat from al-qaeda-related terrorism remains as great as ever but the nature of that threat has changed, according to the first report from the monitoring team dealing with united nations sanctions 	0
last year a chunk of the foam damaged a wing of the columbia, leading to the breakup of the shuttle high over texas. nasa is aiming for three shuttle flights in 2005 . 	3
london, august 27 (new ratings) - british airways (bai1.fse) announced its plans today to cancel 24 additional flights in the next few days . 	0
reuters - a\sudanese man described as an al qaeda paymaster was formally\charged on friday with conspiring to commit terrorism . 	0
eagle, colo. (reuters) - hundreds of prospective jurors in  the high-profile kobe bryant rape case turned up on friday for  jury selection in a trial of the star athlete that lawyers said  is shaping up to be full of rancor . 	1
aug. 27, 2004 - nairobi, kenya urgent investment is needed in north korea to deal with severe environmental problems that have depleted the country #39;s forests, contaminated water supplies and polluted the 	3
the only things you can count on in life, or so the saying goes, are death and taxes. but when it comes to economics and government budgets, perhaps the only thing that #39;s for sure is demographics . 	2
shiite militia leader moqtada sadr has ceded control of his shrine stronghold to representatives of the religious leadership following a deal with grand ayatollah ali al-sistani to end weeks of deadly fighting that has devastated the iraqi city of najaf . 	0
the united states, germany and france called friday for presidential elections in lebanon to be free, based on the constitution and staged without foreign intervention, a 	0
oil is now down almost 15 in a week. isn #39;t this what people were complaining about two weeks ago when oil was marching toward \$50 a barrel? 	2
quot;i respect totally paul hamm and all the decisions he makes. if he says give back the medal, i respect it. don #39;t give back the medal, i respect the decision . 	1
hewlett-packard (hp) is hot about what it considers a consumer revolution in digital media, and on friday the company #39;s chairman and chief executive officer 	3
two telecom providers have come together in the name of wi-fi. sprint and sbc communications have signed a bi-lateral roaming agreement that will enable their customers more wireless access while on the go . 	3
tatyana lebedeva led a russian medal sweep in the long jump, relegating marion jones to fifth place in her only individual event of the athens games . 	1
ap - both benches cleared briefly in the second inning of friday's game between the houston astros and the chicago cubs when cubs catcher michael barrett began jawing with astros' pitcher roy oswalt, five days after oswalt hit him in the back with a pitch . 	1
london (cbs.mw) -- credit suisse #39;s (csr) ceo, oswald gruebel, said the credit suisse first boston name may be scrapped but not immediately, afx news reported . 	2
siemens warned customers of a software defect in a range of mobile phones that could cause hearing damage . 	3
with the future of its \$7.7 billion takeover attempt of peoplesoft inc. resting in the hands of a federal judge, oracle corp. is once again extending its tender offer for investors to tender their shares . 	3
athens, greece -- american pole vaulter timothy mack pulled off a last-gasp clearance at an olympic record height of 5.95 meters to take the title in athens . 	1
athens - greek police on friday used pepper spray on a crowd of demonstrators protesting against the weekend visit of us secretary of state colin powell . 	1
hp today announced that it will be taking pre-orders for the company #39;s branded version of apple #39;s uber-popular ipod digital music player . 	3
cian o #39;connor has claimed ireland #39;s first ever equestrian olympic medal by winning the individual show jumping gold in athens as rivals ahead of him faltered . 	1
britain #39;s georgina harland salvaged a precious bronze from the wreckage of a terrible start in the modern pentathlon here yesterday . 	1
a group of eritreans being deported from libya hijacked their aircraft and diverted it to sudan earlier friday, before surrendering to authorities . 	0
"washington (reuters) - boeing co. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=ba.n target=/stocks/quickinfo/fullquote""&gt;ba.n&lt;/a&gt; has been awarded  an \$891.6 million u.s. air force contract modification for  continued maintenance of the c-17 globemaster iii transport  fleet, the pentagon said friday . "	2
digital video recorder maker tivo inc. on thursday said it recorded a wider fiscal second-quarter net loss despite a sharp growth in subscribers, as it increased spending in hopes of accelerating the growth . 	2
iraq #39;s dreams of winning only its second olympic medal were shattered this morning when italy beat them in the men #39;s football bronze medal play-off, overshadowed by the killing of an italian hostage yesterday . 	1
intel #39;s (quote, chart) next-generation motherboard design has made its debut in a new gateway (quote, chart) desktop, the company said today . 	3
victory in tomorrow #39;s belgium #39;s grand prix would not only seal a seventh world title, it would also be his seventh win at spa in ferrari #39;s 700th race . 	1
"new york (reuters) - several cable industry pioneers may  bid for parts of bankrupt cable operator adelphia  communications corp. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=adelq.pk target=/stocks/quickinfo/fullquote""&gt;adelq.pk&lt;/a&gt;, joining a list of competitors  that could include time warner inc. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=twx.n target=/stocks/quickinfo/fullquote""&gt;twx.n&lt;/a&gt; and comcast corp.   &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=cmcsa.o target=/stocks/quickinfo/fullquote""&gt;cmcsa.o&lt;/a&gt;, sources close to the situation said on friday . "	2
sbc communications inc. and sprint corp. today announced a roaming agreement that will provide sprints customers access to approximately 2,300 wireless internet hotspots at airports, hotels and other venues operated by sbc . 	3
athens : nearly 700 demonstrators rallied in central athens to protest at the arrival of us secretary of state colin powell, who is due to attend the olympic games #39; closing ceremony at the weekend . 	1
the hungarian weightlifter ferenc gyurkovics has failed a drugs test and risks losing his olympic silver medal, a national olympic committee spokesman said yesterday, while the russian 400m 	1
russian officials are checking the identity of two female passengers in their investigiation into almost simultaneous plane crashes earlier this week . 	0
paula radcliffe will run in tonight #39;s 10,000 metres final at the olympic games in athens. the decision was announced at 11:30am in athens, barely 10 hours before the race which begins at 9:50pm (7:50pm irish time) . 	1
two-time us open champion retief goosen grabbed the first-round lead in the bmw open at 6-under-par 66, and colin montgomerie boosted his ryder cup chances by finishing a stroke back on thursday . 	1
reuters - hurricane frances gained strength and\became a major hurricane with 115 mph winds in the atlantic on\friday as it took a path that should carry it north of the\vulnerable northeastern caribbean islands early next week . 	3
overland park, kan.sprint corp. and sbc communications inc. announced they have entered a reciprocal wi-fi roaming agreement. through the partnerships, the carriers customers will be able to access each 	3
munich: ryder cup wild card favourites colin montgomerie and luke donald inspired each other to challenge strongly in the first round of the bmw international open yesterday . 	1
it's a frustrated commuter's escapist fantasy: literally lifting your car out of a clogged highway and soaring through the skies, landing just in time to motor into your driveway. nasa and boeing are planning to make this fantasy a reality . 	3
it is undergoing the kind of cultural evolution that companies endured when they first pushed computing technology out to the bulk of their workforces . 	2
us airways (uair.o: quote, profile, research) and its pilots union agreed to reopen concession talks late on friday after leaders of the labor group declined to endorse a plan proposed by management for nearly \$300 million in 	2
rome: cesare prandelli has stepped down as coach of italian top flight side as roma, according to reports here yesterday which also said that former germany coach rudi voller is ready to step in . 	1
five california counties and two cities sue the software giant under state antitrust laws, for taking advantage of government buyers . 	3
four seeded players came out winners as first round play continued at the td waterhouse cup men #39;s tennis tournament in new york tuesday . 	1
ap - bronze is the best the american men can do in basketball, and the reason is simple: a hastily assembled assortment of nba stars couldn't beat a better team  #151; argentina. manu ginobili scored 29 points to lead his nation to another victory over the country that used to dominate the sport, an 89-81 win in the olympic semifinals friday night . 	1
ap - rafael palmeiro didn't return to texas a bitter man. there are too many good memories at the place he called home the past five seasons, and where he hit his 500th homer last year . 	1
cesare prandelli has become the second manager to leave a major european side this summer without coaching a single competitive match, quitting his new as roma post to care for his ailing wife . 	1
ap - president bush on friday signed executive orders designed to strengthen the cia director's power over the nation's intelligence agencies and create a national counterterrorism center, responding to election-year pressures to enact changes called for by the sept. 11 commission . 	0
bc should be fedexing thank you notes to michael phelps, carly patterson, natalie coughlin, paul hamm and other american olympians who have lifted it to the type of strong prime-time ratings 	1
despite urgings from congress and the sept. 11 commission, u.s. commercial jets remain vulnerable to suicide bombers, aviation security experts said . 	2
ap - a mistress of north korean leader kim jong il  #151; whose son with him is considered a possible successor  #151; has died of an illness, according to media reports . 	0
although the mets' manager is not an orator, he apparently gave his team a reason to keep playing friday night . 	1
hopes for the release of indian hostages, being held in iraq, rose after the kgl said that it has met the demands of the kidnappers . 	0
afp - typhoon chaba was approaching japan and was expected to bring heavy rain and high winds to large areas in southwestern regions over the weekend, officials said . 	0
islamabad, aug 27: amid opposition protests and boycott, the ruling coalition in the national assembly on friday elected former finance minister shaukat aziz as prime minister, who vowed to give the country a competent government . 	0
san francisco (cbs.mw) - us airways #39; pilots union said late friday it was ready to resume contract talks with company management, a step crucial to the airline #39;s future . 	2
microsoft will broadly release its long-awaited new windows operating system code-named  quot;longhorn quot; in 2006, according to a company statement . 	3
truck operators today called off their week-long strike after an agreement with the government to form a committee to study the vexed service tax issue . 	2
jeff gordon wins the pole for the sharpie 500, his sixth of the season, at bristol (tenn.) motor speedway with a speed of 128.520 mph . 	1
the most contentious issue of the upcoming presidential election so far is history. whoever expected that wed be re-fighting thirty and forty year old arguments about the vietnam war? 	2
much of the nation #39;s media makes it seem as if soft-money spending on campaign ads by the so-called  quot;shadow parties quot; is a republican thing . 	2
or maybe he simply is unfamiliar with the preferred code of behavior following a boxing match: you lose, you whine. dirrell would be no good at it, however . 	1
us secretary of state colin powell calls off a planned trip to the olympic games amid anti-war protests in athens . 	0
royal bank of canada reported a 5-per-cent drop in third-quarter profit yesterday mainly because of continued weakness in its us operations . 	2
cromwell, conn. -- while three other members of this years ryder cup team pulled out of the buick championship, fred funk chose to keep his commitment . 	1
in a move to reassure major customers and software developers, microsoft yesterday answered one of the big questions looming over the pc industry: when will it finish the next version of windows? 	3
athens - the sound you hear is the sound of the world gloating. it was a very bad day for los americanos. the sound you hear is the sound of italians crying for joy . 	1
from soaring heights to missed opportunities, the feel-good ride of the united states track and field team hit a couple of potholes last night even 	1
derek jeter, hideki matsui, and bernie williams each homered and the new york yankees held on for an 8-7 victory over the blue jays last night in toronto. esteban loaiza failed to make it out of the fifth inning in another poor start since being acquired from the chicago white sox in a july 31 trade for jose contreras . 	1
: yahoo inc. said today it sold \$191 millions in google inc. stock in that company #39;s initial public offering, cashing out some of the 2.7 million shares google gave yahoo this month to settle two disputes . 	2
seattle - microsoft corp., whose software runs about 95 percent of personal computers worldwide, has delayed the next version of its windows pc operating system until late 2006 because engineers took time away from the project to improve the security of 	3
colin montgomerie, luke donald and paul mcginley are looking good. while europe #39;s ryder cup captain was settling his 	1
